Product_ID,Base_Price,Competitor_Price,Customer_Rating,Demand_Elasticity,Seasonality,Marketing_Spend,Sales_Volume
101,22.51,35.14,2.5,-1.51,High,6405.25,2819
102,70.91,68.26,3.4,-0.89,Low,2496.3,2892
103,45.15,42.7,3.8,-1.92,High,4417.64,3325
104,60.69,65.91,3.8,-0.67,High,6554.75,3250
105,92.61,96.02,2.5,-1.35,Low,9728.37,3736
106,39.94,49.17,1.7,-0.2,Low,7548.68,2710
107,52.83,55.75,2.7,-0.22,Low,9303.43,2509
108,80.44,78.64,1.6,-1.35,Medium,7859.91,3344
109,38.3,41.25,4.6,-0.2,Low,6325.45,2819
110,26.16,31.7,2.4,-0.01,Low,2728.21,2378
111,43.18,47.28,1.6,-0.35,Low,7000.17,2092
112,32.9,35.44,1.1,-0.31,High,6610.42,2244
113,94.38,99.71,3.6,-1.5,High,6422.22,4125
114,84.65,90.5,3.5,-0.85,Medium,5408.07,3392
115,70.67,77.58,2.4,-1.87,High,5757.91,4231
116,89.72,92.96,1.3,-1.81,Medium,4009.98,4250
117,84.29,83.45,2.6,-0.0,High,5673.81,2369
118,34.93,35.66,2.2,-1.35,Low,2778.0,2502
119,91.4,97.43,3.7,-0.5,High,8246.57,3177
120,63.15,59.07,3.4,-0.39,Medium,2671.99,3001
121,84.6,86.44,2.5,-0.28,High,1764.7,2564
122,91.69,89.72,1.9,-0.0,Low,4926.21,2217
123,45.44,45.58,5.0,-1.52,Medium,6924.77,4007
124,28.8,35.19,2.8,-1.92,Low,4939.45,3061
125,38.23,39.19,3.8,-1.18,Low,3490.79,3343
126,54.17,54.4,1.6,-1.74,Medium,6023.54,3076
127,85.44,78.64,2.9,-1.96,Low,4123.02,4243
128,88.86,92.59,1.1,-1.28,Low,9395.81,3290
129,20.56,23.79,3.0,-0.43,High,9303.81,2553
130,60.86,71.68,4.9,-0.87,Low,5521.35,3740
131,53.39,51.85,2.5,-1.37,Low,3950.96,2953
132,37.77,38.87,1.2,-0.69,Low,7634.19,2560
133,29.59,30.84,1.1,-1.54,Low,1330.42,2604
134,47.01,54.9,2.6,-1.97,Medium,5272.92,3529
135,95.43,94.95,1.6,-0.47,High,4026.91,2700
136,45.86,47.26,1.1,-0.75,Low,9284.82,2737
137,61.5,64.54,4.0,-0.48,Low,1108.03,2907
138,76.24,77.17,2.8,-1.92,Medium,5975.33,4255
139,49.09,46.86,2.2,-0.33,Low,7665.97,2596
140,97.74,98.71,4.6,-0.76,Medium,5365.16,3397
141,97.0,102.37,1.5,-0.87,High,1768.63,3279
142,40.14,35.01,4.8,-0.75,High,9752.15,3221
143,59.78,60.44,2.3,-0.27,Low,5662.09,2279
144,44.07,40.57,4.6,-0.83,Low,6527.68,3352
145,42.79,48.77,3.4,-0.84,Low,3129.49,3240
146,22.95,15.33,4.3,-0.02,Medium,5351.48,3121
147,68.77,65.98,4.9,-0.49,Low,4862.35,3241
148,60.21,62.1,2.2,-1.12,Low,1674.06,3143
149,24.12,31.95,4.8,-0.59,High,1955.44,3112
150,42.29,41.96,2.6,-1.22,Low,8537.25,3333
151,92.66,89.88,2.5,-1.54,High,3158.38,3764
152,39.16,48.57,2.4,-0.81,Low,2754.62,2704
153,31.59,24.35,3.2,-0.14,High,5544.2,2517
154,59.16,48.17,1.6,-0.14,Low,7918.72,2112
155,98.85,101.05,3.2,-1.32,High,1557.52,3994
156,39.36,36.85,3.2,-0.94,Medium,6191.27,3330
157,73.77,68.66,4.0,-1.58,High,2072.89,3925
158,80.93,84.47,4.3,-0.01,High,1328.15,2691
159,39.01,40.23,2.8,-0.04,High,1474.7,2612
160,78.26,75.44,2.2,-0.7,Low,8507.48,3105
161,49.42,43.02,2.0,-0.39,Low,2061.75,2561
162,70.58,74.94,1.8,-0.57,Low,1406.36,3043
163,70.68,73.93,1.2,-0.81,Medium,4941.1,2650
164,62.86,62.36,2.4,-1.89,Medium,8595.94,3610
165,27.22,36.45,2.1,-1.09,High,3361.68,2775
166,86.82,81.47,4.9,-0.65,Medium,4795.41,3622
167,45.66,38.03,3.2,-0.64,High,1359.3,2941
168,34.92,31.46,2.4,-1.25,High,5041.71,2660
169,23.26,23.03,3.3,-0.12,High,6198.52,3155
170,67.27,68.49,1.6,-1.67,Medium,6138.16,3396
171,74.21,73.0,2.8,-1.0,Low,3991.84,3324
172,21.33,23.09,3.5,-0.62,Medium,3839.8,2955
173,60.97,54.71,3.0,-0.61,High,1959.61,2844
174,38.12,45.34,2.6,-0.7,High,4301.18,2798
175,71.61,71.2,5.0,-1.45,Medium,1895.45,3902
176,33.95,39.54,4.5,-1.69,High,7899.36,3556
177,75.28,76.99,3.5,-0.73,High,9696.47,3194
178,50.94,53.22,3.3,-0.8,Medium,9730.67,3121
179,94.94,97.79,3.5,-1.64,Medium,8785.64,4047
180,31.0,33.24,1.8,-0.59,Medium,6407.13,2377
181,47.29,50.5,2.6,-1.09,High,7307.79,2762
182,29.08,35.73,1.2,-0.66,High,3566.85,2289
183,93.98,94.96,2.9,-0.33,Low,6676.93,2375
184,90.19,93.74,3.2,-1.66,Low,5100.85,4075
185,40.64,40.19,1.9,-1.96,Medium,5338.16,3069
186,72.8,80.0,4.9,-0.44,Low,7819.99,3330
187,85.38,82.0,4.6,-0.78,High,3537.27,3594
188,64.42,73.42,3.9,-0.6,Low,3862.36,3417
189,62.37,62.17,3.1,-0.32,High,9321.78,3338
190,39.35,32.2,4.5,-0.39,Medium,1506.02,3280
191,27.45,28.09,1.5,-0.08,Medium,5370.71,2231
192,91.78,88.37,4.2,-0.93,High,9215.21,3594
193,92.03,96.23,1.5,-1.02,Low,6493.27,3412
194,70.65,67.39,4.2,-1.2,Medium,5917.66,3351
195,47.12,44.89,2.1,-1.69,Medium,3247.7,3153
196,47.94,38.49,4.5,-0.85,Low,4089.48,3259
197,78.08,75.82,4.8,-1.45,Low,8668.44,4208
198,91.77,79.65,1.6,-0.16,High,6032.96,2589
199,90.97,83.05,2.9,-0.83,Low,5632.68,3186
200,82.39,86.19,4.9,-0.81,Low,1896.22,3564
201,71.36,75.29,2.9,-1.29,Low,1144.25,3589
202,26.73,28.86,4.5,-1.9,High,9673.17,3248
203,32.93,28.1,3.4,-1.94,High,4392.88,3560
204,91.88,91.64,2.5,-1.15,Medium,6428.92,3678
205,68.51,68.49,2.1,-1.83,High,1717.44,3708
206,20.74,14.95,1.8,-0.79,Medium,7148.03,2602
207,28.12,35.64,4.0,-0.24,Low,9393.1,2774
208,73.08,77.47,2.5,-0.23,Medium,6180.99,2542
209,20.4,19.3,3.0,-0.68,Medium,2135.04,2653
210,32.86,32.99,3.0,-1.58,Low,6235.49,3219
211,63.9,64.94,3.3,-0.27,Medium,7897.12,2872
212,75.35,65.14,4.5,-0.23,High,4657.75,2988
213,72.16,70.92,4.9,-1.61,High,8918.54,4291
214,37.94,34.53,2.6,-0.53,High,6838.15,2686
215,76.97,71.96,4.3,-1.43,High,9093.24,3822
216,38.98,37.57,4.1,-0.39,Medium,6611.55,3022
217,46.03,55.02,3.3,-0.01,Medium,2181.59,2461
218,79.72,82.92,4.8,-1.94,Low,3787.23,4169
219,71.97,69.11,1.8,-0.21,Medium,2816.15,2510
220,87.94,90.8,1.4,-0.75,Medium,9179.44,2808
221,72.61,79.61,4.4,-0.05,Medium,7843.6,2865
222,65.46,70.08,2.8,-1.07,Low,7087.59,3067
223,27.49,27.79,4.4,-0.31,High,3708.7,3207
224,49.42,46.19,4.6,-1.88,Medium,2656.4,3716
225,41.22,44.71,1.2,-1.33,Low,7808.06,2701
226,39.52,41.49,4.5,-1.87,Low,5267.42,3714
227,97.84,102.32,2.8,-0.05,Low,3032.11,2333
228,51.45,54.63,3.0,-0.37,High,6549.6,2500
229,91.36,96.61,3.5,-0.29,Medium,1363.0,3041
230,70.49,67.81,4.7,-0.12,Low,3935.53,2935
231,83.58,90.17,1.1,-1.83,High,5217.01,3569
232,60.21,61.2,2.9,-1.23,Low,2331.63,3441
233,66.15,76.53,3.8,-1.86,Low,9861.89,3828
234,59.4,55.95,3.9,-1.58,Low,2881.88,3663
235,35.62,44.3,3.8,-1.54,Low,2173.18,3129
236,77.8,78.79,1.5,-1.06,Low,2831.81,3185
237,42.46,39.2,2.2,-1.46,High,7921.55,3326
238,21.95,19.53,2.4,-1.8,Medium,4829.55,2502
239,71.64,70.04,4.2,-1.67,Medium,6088.74,4058
240,34.17,36.29,2.1,-1.71,Medium,1189.08,3175
241,95.24,97.85,1.8,-0.05,Medium,1309.88,2323
242,96.31,93.44,4.8,-0.48,High,5012.43,3196
243,93.19,93.07,1.0,-0.06,High,8349.9,2340
244,49.61,60.32,5.0,-1.12,High,8967.15,3755
245,21.24,29.88,3.7,-1.44,Low,1780.36,3223
246,94.27,96.45,4.3,-0.4,Low,5845.27,3310
247,54.25,54.44,2.2,-1.35,Low,9219.07,3191
248,97.33,97.93,1.1,-1.4,Medium,4491.75,3402
249,97.09,100.16,4.0,-1.53,Low,8466.09,4458
250,88.24,83.13,4.3,-1.74,Medium,2203.26,4557
251,43.56,42.27,4.0,-1.49,Low,9418.55,3221
252,50.81,42.47,1.6,-1.29,Medium,7762.81,3048
253,88.09,90.09,4.0,-0.65,Low,9472.01,3503
254,45.35,48.59,4.1,-1.87,Low,7089.56,3844
255,33.56,31.14,3.6,-1.58,High,4270.64,3235
256,64.54,72.41,4.1,-0.38,Low,9443.63,2893
257,94.89,88.76,4.4,-1.71,Low,3480.1,4402
258,75.68,68.36,3.5,-1.31,High,3989.55,3489
259,65.6,66.72,1.4,-0.27,Medium,7307.28,2446
260,27.77,33.01,3.0,-1.69,High,7887.85,3019
261,69.2,77.62,1.3,-1.83,High,9364.63,3955
262,99.2,96.91,2.6,-1.03,Medium,2843.22,3720
263,31.21,36.6,2.6,-1.4,Low,8181.98,3150
264,61.47,61.28,1.3,-0.87,Medium,7646.91,2889
265,90.19,89.33,2.4,-0.39,Low,1574.15,2758
266,79.26,83.68,1.4,-1.73,Low,4485.01,3596
267,75.76,79.02,4.2,-0.84,Medium,3544.89,3439
268,76.2,68.32,4.8,-0.99,High,3740.41,3752
269,48.76,56.14,1.3,-1.71,Medium,9846.52,3171
270,43.49,50.39,4.8,-0.75,Low,6785.0,3286
271,84.75,81.62,3.1,-1.45,Medium,7459.09,3790
272,84.81,86.79,2.2,-1.02,Medium,9789.56,3186
273,89.37,91.84,1.3,-1.84,Low,4394.82,3625
274,93.06,94.36,3.0,-1.08,High,8216.56,3861
275,60.91,58.16,4.2,-1.39,Medium,4910.78,4127
276,60.12,56.76,3.8,-0.36,Low,8825.8,3216
277,83.86,83.73,1.2,-1.89,Low,2625.92,3573
278,72.0,77.86,1.3,-1.16,Medium,9529.18,3252
279,76.16,78.88,2.6,-1.08,High,2968.95,3547
280,83.66,81.81,2.2,-0.55,Medium,3935.98,2819
281,91.2,95.06,1.9,-0.85,High,7805.73,3252
282,47.04,32.8,2.1,-0.67,High,4543.8,2643
283,50.05,55.79,4.2,-0.45,High,6473.9,3371
284,27.52,18.82,4.7,-0.28,High,5001.16,3090
285,66.26,64.45,2.6,-1.37,Medium,7681.33,3244
286,22.88,17.28,4.6,-0.92,Low,3054.98,3264
287,57.25,50.78,2.3,-0.32,Low,1526.12,2854
288,63.41,69.21,2.9,-0.02,Low,3699.36,2632
289,42.92,40.58,1.9,-0.22,Low,5268.78,2570
290,67.27,69.0,3.6,-1.26,Low,2512.18,3553
291,22.44,22.21,4.9,-1.61,Low,4193.18,3114
292,22.99,25.38,3.4,-1.02,Medium,4599.85,2884
293,85.81,86.19,2.4,-0.52,High,1516.53,3030
294,48.82,42.41,3.6,-1.01,Low,6249.77,3187
295,30.16,35.14,1.5,-1.03,Medium,8959.09,2770
296,61.78,59.31,4.6,-0.32,Low,2365.69,3039
297,81.6,73.82,3.0,-1.28,Low,6380.27,3579
298,37.27,35.13,2.8,-0.28,High,6982.65,2830
299,69.83,77.33,3.3,-1.19,High,4774.01,3535
300,26.83,31.08,3.5,-1.34,High,7309.88,2977
301,24.13,22.39,1.3,-1.09,Low,4696.58,2729
302,62.51,60.76,3.7,-0.48,Low,5541.74,2902
303,63.25,61.64,2.0,-1.75,Low,1066.18,3361
304,70.99,81.37,3.9,-1.61,High,7225.48,3357
305,78.09,80.0,4.3,-0.1,Medium,6952.08,2827
306,98.07,100.22,4.2,-1.65,Low,1345.61,4719
307,61.3,66.45,3.2,-0.86,Low,4314.25,2752
308,45.84,47.03,3.1,-0.84,Low,9811.29,2814
309,83.61,82.31,1.6,-1.02,Medium,4786.63,3260
310,41.67,40.69,4.1,-0.71,Low,5517.51,2666
311,55.12,54.76,2.1,-1.54,Medium,9189.37,3166
312,26.28,26.09,3.0,-0.89,Low,7455.36,3062
313,22.03,25.67,2.1,-1.26,Medium,6238.63,3106
314,97.01,97.27,1.5,-0.68,Low,8180.24,3017
315,86.88,90.54,3.5,-1.72,High,8779.3,4009
316,75.68,75.28,1.2,-0.86,High,5111.99,2698
317,52.72,53.11,4.0,-1.63,High,5275.98,3688
318,33.86,23.87,2.3,-1.44,High,4474.46,3003
319,32.51,37.09,1.0,-1.56,Low,9700.36,3078
320,40.02,41.75,3.0,-1.63,High,7274.5,3446
321,63.94,68.93,1.2,-0.35,Medium,1749.01,2480
322,77.17,62.69,2.1,-1.43,High,8766.64,3456
323,72.82,83.26,3.8,-0.15,High,5325.04,3472
324,42.39,41.69,1.3,-0.06,High,1618.79,2410
325,96.39,101.93,4.4,-0.86,Low,5947.46,3575
326,79.03,73.83,1.0,-1.71,High,4754.48,3506
327,64.35,67.41,2.0,-1.25,Medium,8899.74,3028
328,68.94,63.67,4.0,-0.4,High,2835.95,2594
329,53.57,50.45,2.3,-1.27,High,8438.18,3202
330,39.82,49.39,1.4,-1.83,High,6019.2,3365
331,48.48,47.53,2.4,-0.89,Medium,1491.49,2585
332,80.63,81.72,2.1,-0.31,High,9746.61,2681
333,21.15,25.5,4.4,-0.41,Medium,5613.54,2825
334,29.29,31.77,2.3,-1.65,Medium,3617.89,3047
335,23.68,24.43,4.2,-0.65,High,5224.66,2959
336,23.26,25.08,4.6,-1.56,Medium,8720.72,3010
337,88.44,100.46,2.7,-1.56,Low,3744.13,3723
338,76.29,76.0,4.6,-0.25,High,2734.09,2944
339,57.93,58.94,2.5,-1.5,High,2161.64,3637
340,27.83,33.08,4.9,-1.47,Medium,3680.73,3647
341,59.33,64.86,1.4,-2.0,Medium,8020.43,3404
342,57.88,63.82,3.7,-0.26,High,5244.64,3136
343,33.86,37.05,3.0,-0.41,Low,3047.33,2704
344,54.71,48.99,2.6,-0.75,Medium,2495.66,2864
345,51.88,60.05,3.5,-0.5,Medium,3994.57,2970
346,69.27,63.54,3.8,-1.7,Low,9459.32,3994
347,70.81,72.32,1.0,-1.08,Low,4087.24,2853
348,23.62,19.85,1.7,-1.3,High,9893.12,2651
349,49.97,49.65,3.9,-1.81,Low,5367.07,3841
350,70.07,71.71,3.7,-1.03,High,2612.48,3487
351,60.25,61.86,4.9,-0.16,Low,9020.26,3084
352,88.52,90.63,4.0,-1.92,Medium,5143.2,4598
353,72.7,80.77,4.8,-1.42,High,7387.04,4125
354,33.03,35.3,3.8,-1.58,High,9853.4,3269
355,25.65,24.43,2.2,-1.52,High,1451.58,2735
356,71.39,76.21,1.4,-0.18,Low,1870.25,2446
357,22.12,28.07,4.1,-1.06,Medium,7484.11,2735
358,66.86,60.72,3.6,-1.07,High,3536.43,3393
359,95.22,98.21,1.2,-0.48,High,2658.71,2202
360,66.04,69.55,2.4,-1.69,High,1354.26,3260
361,51.05,49.56,4.8,-1.03,High,1196.62,3120
362,71.46,78.34,3.0,-1.14,Medium,7970.37,3624
363,56.66,55.91,2.7,-0.81,Low,2209.9,3001
364,63.65,64.28,2.8,-0.0,Medium,5209.49,2307
365,95.32,94.45,1.8,-0.46,High,6453.07,2896
366,50.89,50.97,2.5,-1.2,Medium,4855.17,3308
367,96.9,91.42,2.5,-0.34,High,1243.96,2931
368,92.43,85.23,1.2,-1.66,Low,8051.51,3736
369,35.66,43.63,4.1,-1.94,Low,1094.62,3558
370,25.55,21.32,2.7,-1.59,Low,7857.01,3126
371,28.06,23.1,4.3,-1.32,High,9039.74,3136
372,21.46,10.69,4.4,-0.98,Medium,4895.56,3096
373,27.56,24.37,1.8,-0.77,Low,5819.88,2520
374,74.64,68.02,3.6,-0.18,High,5292.85,2531
375,25.7,33.91,2.9,-0.98,High,4502.88,3015
376,45.52,50.57,4.5,-1.0,Medium,8986.82,3766
377,87.59,84.15,1.9,-1.9,Low,9045.4,3869
378,21.86,33.12,3.7,-1.93,High,4022.35,3354
379,85.16,90.07,3.4,-0.9,Medium,6535.63,3278
380,42.55,40.93,2.2,-1.12,Low,9342.17,2943
381,29.45,16.95,1.5,-0.32,Medium,9658.53,2695
382,75.74,87.19,3.6,-1.68,Medium,5580.63,3888
383,70.32,63.37,4.0,-1.95,High,5075.42,4168
384,90.2,81.97,2.3,-1.1,High,3508.25,3091
385,78.81,83.92,3.6,-1.53,High,9629.85,3792
386,84.28,96.48,2.6,-1.9,Medium,2285.33,3740
387,42.56,49.48,3.9,-0.55,High,6218.47,3099
388,34.2,37.02,1.8,-1.78,Medium,3542.95,3135
389,80.05,83.02,4.6,-0.78,Medium,3511.07,3500
390,84.55,88.82,2.1,-1.44,High,4644.72,3694
391,99.24,103.03,2.5,-1.65,Low,9989.14,4072
392,53.01,54.42,1.2,-1.24,Low,1494.7,3045
393,49.76,50.28,1.4,-0.4,Low,6206.88,2504
394,82.11,81.8,3.1,-1.22,Medium,1743.15,3224
395,47.26,43.49,2.1,-0.5,Medium,2390.69,2844
396,94.46,93.06,4.3,-1.75,Medium,4956.07,4435
397,88.67,80.21,1.1,-0.45,High,5594.14,2364
398,54.32,53.83,2.5,-1.53,Medium,3329.13,3243
399,80.07,75.13,2.3,-0.65,High,3848.11,2600
400,80.36,74.84,1.1,-0.87,High,1782.7,2669
401,28.25,29.15,1.5,-0.14,Low,3728.98,2368
402,92.2,99.16,2.7,-1.23,Low,9699.03,3719
403,60.42,65.01,3.0,-1.87,Low,9502.37,3791
404,86.12,78.27,2.6,-1.96,High,4013.9,4208
405,45.6,40.65,3.1,-0.35,High,6137.69,2641
406,91.64,96.34,3.4,-0.95,High,9186.36,3539
407,51.14,46.23,1.0,-0.45,Medium,1055.65,2342
408,20.87,19.75,2.9,-1.53,High,8296.15,2574
409,92.43,95.18,4.9,-1.31,Low,9535.33,4036
410,27.3,22.46,3.1,-1.94,Low,1821.93,3327
411,45.55,46.08,3.7,-0.08,High,2453.03,3094
412,96.0,89.33,2.2,-0.66,High,9646.72,3203
413,96.05,93.04,4.1,-0.13,Low,5837.86,3253
414,65.88,67.48,4.1,-1.47,High,1127.77,3805
415,70.55,62.59,3.1,-0.78,Low,3318.69,3518
416,55.88,58.08,4.9,-0.64,Medium,5049.49,3748
417,43.46,43.36,1.5,-1.36,Low,7236.18,2544
418,46.29,49.05,1.1,-0.3,Medium,7598.44,2403
419,73.8,74.92,4.1,-0.11,High,9958.79,2918
420,80.19,87.01,4.2,-0.23,High,3587.6,2939
421,83.33,83.96,1.5,-0.52,Medium,5843.98,2831
422,83.17,81.02,2.1,-1.45,High,5799.91,3634
423,27.3,27.91,1.1,-1.44,Medium,4650.81,2466
424,59.55,62.27,2.2,-0.07,High,2522.46,2476
425,24.6,24.84,4.1,-1.98,Low,9797.11,3547
426,63.96,64.16,3.1,-0.57,High,8679.85,3021
427,55.32,51.81,2.4,-0.59,Low,5485.0,2931
428,91.02,87.71,2.5,-0.75,Low,6429.21,3127
429,48.07,41.06,1.0,-0.02,Medium,3045.35,2300
430,29.37,38.12,2.2,-1.38,High,5894.08,2603
431,31.44,25.22,3.6,-1.32,Medium,7254.73,3035
432,80.92,77.46,4.9,-1.84,High,5636.5,4448
433,69.46,65.87,4.4,-1.11,Low,9912.57,3395
434,28.09,32.56,1.1,-1.48,Low,6502.07,2469
435,26.73,25.26,4.6,-1.31,High,4338.76,3332
436,76.08,82.32,4.1,-0.33,High,7949.37,3097
437,25.82,22.45,4.1,-0.13,Medium,2534.16,3014
438,85.75,87.14,2.8,-1.63,High,4460.64,3837
439,76.5,72.32,2.6,-1.25,High,4122.63,3487
440,26.51,37.24,2.2,-0.14,High,4886.26,2342
441,26.79,20.85,1.3,-1.88,Medium,8036.02,2904
442,98.93,100.48,1.9,-1.82,High,5357.56,4418
443,49.94,53.11,2.0,-1.67,Low,8146.13,3330
444,49.65,51.72,2.9,-0.81,Medium,6188.4,3194
445,85.02,84.09,4.0,-1.7,Medium,4078.62,4251
446,95.78,95.13,2.9,-0.06,Low,8289.81,2798
447,98.88,99.1,1.2,-1.11,Low,3144.61,3352
448,80.27,79.53,4.8,-1.0,Low,3019.45,3557
449,50.1,54.92,4.8,-1.51,High,5540.53,3765
450,26.68,37.73,4.1,-1.06,Low,3347.64,2903
451,82.17,79.38,5.0,-0.68,High,1081.78,4026
452,64.67,57.82,3.2,-0.5,Medium,6834.68,2896
453,53.94,53.5,4.9,-0.49,Medium,5599.84,3373
454,92.51,105.41,1.3,-0.84,Low,5009.66,3034
455,28.9,24.88,2.5,-0.19,High,9702.72,2308
456,59.41,67.61,1.9,-0.37,Low,6140.79,2220
457,20.91,29.3,1.8,-0.49,Low,8770.88,2612
458,57.49,54.72,1.6,-1.89,High,2255.05,3716
459,24.5,27.34,3.5,-1.99,Low,6122.86,3040
460,29.51,37.65,4.1,-1.58,Medium,8811.82,2954
461,29.4,27.5,3.3,-0.67,Low,6247.95,2791
462,71.94,70.92,1.6,-1.18,High,7462.13,2981
463,79.68,76.77,4.2,-1.2,High,4348.39,3666
